user,comment,time,like
LOVEYOURSELF_08,期末考 让我过 过 过🥰🥺,2025-06-25 00:06:54,0
jul24_ss,哇唔,2025-06-24 23:50:53,0
我的爱自取,来了,2025-06-24 23:47:18,0
Cxxxenrrdt,加油兄弟,2025-06-24 23:40:28,0
Cxxxenrrdt,马上查分好慌,2025-06-24 23:40:22,0
烛半-21,哦豁？,2025-06-24 23:40:06,0
莫等蝉,保佑成绩490及以上[拜][拜][拜],2025-06-24 23:37:44,2
云村村民16645302231834,还有半个小时,2025-06-24 23:28:47,1
-nOvOn-,高考一定要上岸！考入理想大学！[逢考必过],2025-06-24 23:25:09,0
只是比不上,明天就要查成绩了，希望分数超出预期，考上自己心仪的学校🏫,2025-06-24 23:21:42,1
七七的桃木剑,一定要考上上海政法大学！！！,2025-06-24 23:19:41,1
肉肉肉a,2025年喽，25日下午就要查分啦，希望我们大家都可以如愿收获成绩！！希望我和我的朋友没问呢都顺利公办本科上岸！！希望去年的遗憾，是今年成功的铺垫！,2025-06-24 23:18:23,1
冬恋hy,明天出成绩希望我高考分数490+,2025-06-24 23:16:30,1
卢仕芳dsa,蛙趣 劳资很爱那段rap  两者结合循环几百遍了,2025-06-24 22:57:46,5
OwhateverV,2025届文科………,2025-06-24 22:56:30,0
rahushalom,加油加油我可以的，我要上岸[拜][拜][拜],2025-06-24 22:44:51,0
CharliePautg,来了,2025-06-24 22:42:06,0
坐在外面乘凉,加油！！！[加油],2025-06-24 22:41:26,0
wonder陆,林俊杰保佑我！,2025-06-24 22:35:36,0
许愿xxxx__,我一定可以取得好成绩的,2025-06-24 22:17:14,2
LuSink,关关是难关 但我们关关过！,2025-06-24 22:11:07,3
病了我去洗漱了,祝我7月的所有考试取的我满意的成绩,2025-06-24 22:01:32,0
软芙甜塔,关关难过关关过,2025-06-24 21:56:21,1
小则乖宝dai,幸福就在下一个转角,2025-06-24 21:51:30,1
眠常叙,已如愿518,2025-06-24 21:48:09,0
谦下来的阳,求求了，高考500+,2025-06-24 21:41:47,2
梓婻-,"希望收到你的好消息
",2025-06-24 21:33:46,0
晗笑200306,关关难过关关过[小红花],2025-06-24 21:27:21,1
困成憨包fa,谢谢☺️,2025-06-24 21:21:15,0
wyhvk-,😭😭今晚子夜查成绩 求过2本,2025-06-24 21:19:41,0
优在哈哈YR,明天查成绩，成功上岸，本科录取[多多比耶][多多比耶][多多比耶][拜][拜][拜][拜],2025-06-24 21:17:27,1
好n困,一起加油，都上岸!!,2025-06-24 21:03:04,0
小朱545,高数考试😭😭😭求过,2025-06-24 20:53:47,0
Angelou_y,明天查分，愿金榜题名，不负15年寒窗苦读[拜],2025-06-24 20:41:46,1
小熊_YYH,希望明天查分高考文化450分[拜],2025-06-24 20:41:22,2
